timestamp,index,name,utilization.gpu,utilization.memory,memory.used,memory.total,power.draw,temperature.gpu
2026/03/25 04:57:10.378, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 65.41, 66
2026/03/25 04:57:10.382, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.66, 35
2026/03/25 04:57:10.385, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.92, 31
2026/03/25 04:57:10.388, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 30
2026/03/25 04:57:11.390, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 65.22, 65
2026/03/25 04:57:11.416, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.86, 35
2026/03/25 04:57:11.418, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.24, 31
2026/03/25 04:57:11.421, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 30
2026/03/25 04:57:12.424, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 65.12, 65
2026/03/25 04:57:12.427, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.76, 35
2026/03/25 04:57:12.429, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.25, 31
2026/03/25 04:57:12.432, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.24, 30
2026/03/25 04:57:13.435, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 65.12, 64
2026/03/25 04:57:13.438, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.76, 35
2026/03/25 04:57:13.441, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.34, 31
2026/03/25 04:57:13.443, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.24, 30
2026/03/25 04:57:14.446, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 64.83, 64
2026/03/25 04:57:14.448, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.38, 35
2026/03/25 04:57:14.451, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.34, 31
2026/03/25 04:57:14.453, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 30
2026/03/25 04:57:15.456, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 64.93, 64
2026/03/25 04:57:15.458, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.86, 35
2026/03/25 04:57:15.461, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.34, 31
2026/03/25 04:57:15.463, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 30
2026/03/25 04:57:16.466, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 64.83, 63
2026/03/25 04:57:16.468, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 35
2026/03/25 04:57:16.471, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.44, 31
2026/03/25 04:57:16.473, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 30
2026/03/25 04:57:17.476, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 64.74, 63
2026/03/25 04:57:17.478, 1, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 35
2026/03/25 04:57:17.481, 2, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 9.63, 31
2026/03/25 04:57:17.483, 3, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 8.95, 30
2026/03/25 04:57:18.486, 0, NVIDIA GeForce GTX 1080 Ti, 0, 0, 3, 11264, 64.64, 63
